Pathway_name	Pathway_number	KOrtholog	Enzyme_name
One carbon pool by folate	ko00670	K19644	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
One carbon pool by folate	ko00670	K19645	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
One carbon pool by folate	ko00670	K18591	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
One carbon pool by folate	ko00670	K13998	dihydrofolate reductase / thymidylate synthase [EC:2.1.1.45 1.5.1.3]
One carbon pool by folate	ko00670	K13938	dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.3 1.5.1.50]
One carbon pool by folate	ko00670	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]
One carbon pool by folate	ko00670	K13402	monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]
One carbon pool by folate	ko00670	K00288	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:6.3.4.3 3.5.4.9 1.5.1.5]
One carbon pool by folate	ko00670	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9 1.5.1.5]
One carbon pool by folate	ko00670	K01500	methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9]
One carbon pool by folate	ko00670	K00300	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.- 1.5.1.5]
One carbon pool by folate	ko00670	K13403	methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9 1.5.1.15]
One carbon pool by folate	ko00670	K00295	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
One carbon pool by folate	ko00670	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]
One carbon pool by folate	ko00670	K11787	phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1 2.1.2.2 6.3.4.13]
One carbon pool by folate	ko00670	K00601	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
One carbon pool by folate	ko00670	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
One carbon pool by folate	ko00670	K08289	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
One carbon pool by folate	ko00670	K01492	phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.3 2.1.2.2]
One carbon pool by folate	ko00670	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:3.5.4.10 2.1.2.3]
One carbon pool by folate	ko00670	K00603	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2 2.1.2.5]
One carbon pool by folate	ko00670	K13990	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4 2.1.2.5]
One carbon pool by folate	ko00670	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]
One carbon pool by folate	ko00670	K00605	aminomethyltransferase [EC:2.1.2.10]
One carbon pool by folate	ko00670	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
One carbon pool by folate	ko00670	K00560	thymidylate synthase [EC:2.1.1.45]
One carbon pool by folate	ko00670	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]
One carbon pool by folate	ko00670	K00289	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
One carbon pool by folate	ko00670	K01433	formyltetrahydrofolate deformylase [EC:3.5.1.10]
One carbon pool by folate	ko00670	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
One carbon pool by folate	ko00670	K01746	formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]
One carbon pool by folate	ko00670	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
Thiamine metabolism	ko00730	K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17]
Thiamine metabolism	ko00730	K00877	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:3.5.99.2 2.7.4.7 2.7.1.49]
Thiamine metabolism	ko00730	K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.4.7 2.7.1.49]
Thiamine metabolism	ko00730	K14153	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.5.1.3 2.7.4.7 2.7.1.49]
Thiamine metabolism	ko00730	K21219	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.5.1.3 2.7.4.7 2.7.1.49]
Thiamine metabolism	ko00730	K18278	pyrimidine precursor biosynthesis enzyme
Thiamine metabolism	ko00730	K03148	sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]
Thiamine metabolism	ko00730	K04487	cysteine desulfurase [EC:2.8.1.7]
Thiamine metabolism	ko00730	K03151	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
Thiamine metabolism	ko00730	K03150	2-iminoacetate synthase [EC:4.1.99.19]
Thiamine metabolism	ko00730	K03153	glycine oxidase [EC:1.4.3.19]
Thiamine metabolism	ko00730	K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
Thiamine metabolism	ko00730	K03149	thiazole synthase [EC:2.8.1.10]
Thiamine metabolism	ko00730	K10810	thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]
Thiamine metabolism	ko00730	K03146	cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]
Thiamine metabolism	ko00730	K22699	sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]
Thiamine metabolism	ko00730	K00878	hydroxyethylthiazole kinase [EC:2.7.1.50]
Thiamine metabolism	ko00730	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
Thiamine metabolism	ko00730	K21220	thiamine-phosphate diphosphorylase [EC:2.5.1.3]
Thiamine metabolism	ko00730	K14154	thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.7.1.50 2.5.1.3]
Thiamine metabolism	ko00730	K00946	thiamine-monophosphate kinase [EC:2.7.4.16]
Thiamine metabolism	ko00730	K06928	nucleoside-triphosphatase [EC:3.6.1.15]
Thiamine metabolism	ko00730	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.1.3.100 3.6.1.-]
Thiamine metabolism	ko00730	K22911	thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.5.99.- 3.1.3.100]
Thiamine metabolism	ko00730	K01077	alkaline phosphatase [EC:3.1.3.1]
Thiamine metabolism	ko00730	K01078	acid phosphatase [EC:3.1.3.2]
Thiamine metabolism	ko00730	K23458	repressible acid phosphatase [EC:3.1.3.2]
Thiamine metabolism	ko00730	K14394	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.48 3.1.3.2]
Thiamine metabolism	ko00730	K07251	thiamine kinase [EC:2.7.1.89]
Thiamine metabolism	ko00730	K00949	thiamine pyrophosphokinase [EC:2.7.6.2]
Thiamine metabolism	ko00730	K00939	adenylate kinase [EC:2.7.4.3]
Thiamine metabolism	ko00730	K05307	thiamine-triphosphatase [EC:3.6.1.28]
Thiamine metabolism	ko00730	K10811	thiamine pyridinylase [EC:2.5.1.2]
Thiamine metabolism	ko00730	K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
Thiamine metabolism	ko00730	K20895	formylaminopyrimidine deformylase [EC:3.5.1.-]
Thiamine metabolism	ko00730	K20896	formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase [EC:3.5.99.- 3.5.1.-]
Riboflavin metabolism	ko00740	K01497	GTP cyclohydrolase II [EC:3.5.4.25]
Riboflavin metabolism	ko00740	K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:3.5.4.25 4.1.99.12]
Riboflavin metabolism	ko00740	K08096	GTP cyclohydrolase IIa [EC:3.5.4.29]
Riboflavin metabolism	ko00740	K14653	2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]
Riboflavin metabolism	ko00740	K01498	diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]
Riboflavin metabolism	ko00740	K00082	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]
Riboflavin metabolism	ko00740	K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193 3.5.4.26]
Riboflavin metabolism	ko00740	K14654	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]
Riboflavin metabolism	ko00740	K14655	tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.28]
Riboflavin metabolism	ko00740	K22912	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
Riboflavin metabolism	ko00740	K20860	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104 3.1.3.102]
Riboflavin metabolism	ko00740	K20861	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104 3.1.3.102]
Riboflavin metabolism	ko00740	K20862	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104 3.1.3.102]
Riboflavin metabolism	ko00740	K21063	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
Riboflavin metabolism	ko00740	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
Riboflavin metabolism	ko00740	K02858	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
Riboflavin metabolism	ko00740	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
Riboflavin metabolism	ko00740	K00793	riboflavin synthase [EC:2.5.1.9]
Riboflavin metabolism	ko00740	K00861	riboflavin kinase [EC:2.7.1.26]
Riboflavin metabolism	ko00740	K20884	riboflavin kinase / FMN hydrolase [EC:3.1.3.102 2.7.1.26]
Riboflavin metabolism	ko00740	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.7.2 2.7.1.26]
Riboflavin metabolism	ko00740	K07732	riboflavin kinase, archaea type [EC:2.7.1.161]
Riboflavin metabolism	ko00740	K01078	acid phosphatase [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K23458	repressible acid phosphatase [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K01093	4-phytase / acid phosphatase [EC:3.1.3.2 3.1.3.26]
Riboflavin metabolism	ko00740	K03788	acid phosphatase (class B) [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K09474	acid phosphatase (class A) [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K14379	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K14394	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.48 3.1.3.2]
Riboflavin metabolism	ko00740	K14410	lysosomal acid phosphatase [EC:3.1.3.2]
Riboflavin metabolism	ko00740	K00953	FAD synthetase [EC:2.7.7.2]
Riboflavin metabolism	ko00740	K22949	FAD synthetase [EC:2.7.7.2]
Riboflavin metabolism	ko00740	K14656	FAD synthetase [EC:2.7.7.2]
Riboflavin metabolism	ko00740	K01513	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.6.1.9 3.1.4.1]
Riboflavin metabolism	ko00740	K18453	ADP-ribose/FAD diphosphatase [EC:3.6.1.18 3.6.1.13]
Riboflavin metabolism	ko00740	K05901	biliverdin reductase / flavin reductase [EC:1.5.1.30 1.3.1.24]
Riboflavin metabolism	ko00740	K00484	flavin reductase (NADH) [EC:1.5.1.36]
Riboflavin metabolism	ko00740	K22393	flavin reductase (NADH) subunit 1 [EC:1.5.1.36]
Riboflavin metabolism	ko00740	K22394	flavin reductase (NADH) subunit 2 [EC:1.5.1.36]
Riboflavin metabolism	ko00740	K23470	4-hydroxyphenylacetate 3-hydroxylase, reductase component [EC:1.5.1.36]
Riboflavin metabolism	ko00740	K05368	aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.5.1.41 1.16.1.3]
Riboflavin metabolism	ko00740	K23462	flavin-dependent trigonelline monooxygenase, reductase component [EC:1.5.1.36]
Riboflavin metabolism	ko00740	K00299	FMN reductase [EC:1.5.1.38]
Riboflavin metabolism	ko00740	K19285	FMN reductase (NADPH) [EC:1.5.1.38]
Riboflavin metabolism	ko00740	K19286	FMN reductase [NAD(P)H] [EC:1.5.1.39]
Riboflavin metabolism	ko00740	K20146	nitrilotriacetate monooxygenase reductase component [EC:1.5.1.42]
Riboflavin metabolism	ko00740	K04719	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]
Riboflavin metabolism	ko00740	K15245	chlorophenol-4-monooxygenase component 1 [EC:1.5.1.37]
Riboflavin metabolism	ko00740	K16902	FAD reductase [NAD(P)H] [EC:1.5.1.45]
Vitamin B6 metabolism	ko00750	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
Vitamin B6 metabolism	ko00750	K00868	pyridoxine kinase [EC:2.7.1.35]
Vitamin B6 metabolism	ko00750	K07758	pyridoxal phosphatase [EC:3.1.3.74]
Vitamin B6 metabolism	ko00750	K13248	pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]
Vitamin B6 metabolism	ko00750	K05275	pyridoxine 4-dehydrogenase [EC:1.1.1.65]
Vitamin B6 metabolism	ko00750	K00157	aldehyde oxidase [EC:1.2.3.1]
Vitamin B6 metabolism	ko00750	K03472	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]
Vitamin B6 metabolism	ko00750	K03473	erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
Vitamin B6 metabolism	ko00750	K00831	phosphoserine aminotransferase [EC:2.6.1.52]
Vitamin B6 metabolism	ko00750	K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
Vitamin B6 metabolism	ko00750	K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]
Vitamin B6 metabolism	ko00750	K01733	threonine synthase [EC:4.2.3.1]
Vitamin B6 metabolism	ko00750	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
Vitamin B6 metabolism	ko00750	K08681	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
Vitamin B6 metabolism	ko00750	K18607	pyridoxine 4-oxidase [EC:1.1.3.12]
Vitamin B6 metabolism	ko00750	K18608	pyridoxamine---pyruvate transaminase [EC:2.6.1.30]
Vitamin B6 metabolism	ko00750	K18609	pyridoxal 4-dehydrogenase [EC:1.1.1.107]
Vitamin B6 metabolism	ko00750	K18610	4-pyridoxolactonase [EC:3.1.1.27]
Vitamin B6 metabolism	ko00750	K18611	4-pyridoxate dehydrogenase [EC:1.1.99.42]
Vitamin B6 metabolism	ko00750	K18612	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100]
Vitamin B6 metabolism	ko00750	K18613	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]
Vitamin B6 metabolism	ko00750	K18071	2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242]
Vitamin B6 metabolism	ko00750	K18614	2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]
Nicotinate and nicotinamide metabolism	ko00760	K00278	L-aspartate oxidase [EC:1.4.3.16]
Nicotinate and nicotinamide metabolism	ko00760	K06989	aspartate dehydrogenase [EC:1.4.1.21]
Nicotinate and nicotinamide metabolism	ko00760	K03517	quinolinate synthase [EC:2.5.1.72]
Nicotinate and nicotinamide metabolism	ko00760	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
Nicotinate and nicotinamide metabolism	ko00760	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]
Nicotinate and nicotinamide metabolism	ko00760	K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]
Nicotinate and nicotinamide metabolism	ko00760	K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]
Nicotinate and nicotinamide metabolism	ko00760	K10524	nicotinamide/nicotinate riboside kinase [EC:2.7.1.173 2.7.1.22]
Nicotinate and nicotinamide metabolism	ko00760	K06211	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.1.22 2.7.7.1]
Nicotinate and nicotinamide metabolism	ko00760	K01081	5'-nucleotidase [EC:3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K19970	5'-nucleotidase [EC:3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.6.1.45 3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K03787	5'-nucleotidase [EC:3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K08723	5'-nucleotidase [EC:3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K20881	5'-nucleotidase [EC:3.1.3.5]
Nicotinate and nicotinamide metabolism	ko00760	K08693	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.3.5 3.1.3.6 3.1.4.16]
Nicotinate and nicotinamide metabolism	ko00760	K18550	IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.- 3.1.3.99]
Nicotinate and nicotinamide metabolism	ko00760	K18551	pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]
Nicotinate and nicotinamide metabolism	ko00760	K01240	uridine nucleosidase [EC:3.2.2.3]
Nicotinate and nicotinamide metabolism	ko00760	K06210	nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.18 2.7.7.1]
Nicotinate and nicotinamide metabolism	ko00760	K19785	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
Nicotinate and nicotinamide metabolism	ko00760	K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
Nicotinate and nicotinamide metabolism	ko00760	K13522	bifunctional NMN adenylyltransferase/nudix hydrolase [EC:3.6.1.- 2.7.7.1]
Nicotinate and nicotinamide metabolism	ko00760	K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
Nicotinate and nicotinamide metabolism	ko00760	K01513	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.6.1.9 3.1.4.1]
Nicotinate and nicotinamide metabolism	ko00760	K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]
Nicotinate and nicotinamide metabolism	ko00760	K03426	NAD+ diphosphatase [EC:3.6.1.22]
Nicotinate and nicotinamide metabolism	ko00760	K01916	NAD+ synthase [EC:6.3.1.5]
