genus	organism_name	Organism Name (Genus, Species)	# assembly_accession	refseq_category	taxid	version_status	assembly_level	release_type	genome_rep	seq_rel_date	ftp_path	Oral Taxon ID	HOMD Sequence ID	Culture Collection Entry Number	Sequencing Status	NCBI Genome Survey Sequence Accession ID	species_taxid	infraspecific_name	Assembly_Level_Score	Refseq_Category_Score	Sequencing_Status_Score	Organism
Actinomyces	Actinomyces marseillensis	NA	GCA_900155605.1	na	1852376	latest	Scaffold	Major	Full	2017/02/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/605/GCA_900155605.1_PRJEB18271	NA	NA	NA	NA	NA	1852376	strain=Marseille-P2818	2	0	0	Actinomyces marseillensis
Actinomyces	Actinomyces massiliensis 4401292	Actinomyces massiliensis	GCA_000269805.1	representative genome	1167628	latest	Scaffold	Major	Full	2012/06/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/805/GCA_000269805.1_ASM26980v1	852	SEQF2385	4401292	High Coverage	AKIO00000000	461393	strain=4401292	2	1	2	Actinomyces massiliensis
Actinomyces	Actinomyces mediterranea	NA	GCA_900155595.1	na	1871028	latest	Contig	Major	Full	2017/01/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/595/GCA_900155595.1_PRJEB18043	NA	NA	NA	NA	NA	1871028	strain=Marseille-P3257	1	0	0	Actinomyces mediterranea
Actinomyces	Actinomyces meyeri	Actinomyces meyeri	GCA_001262055.1	representative genome	52773	latest	Complete Genome	Major	Full	2015/08/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/262/055/GCA_001262055.1_ASM126205v1	671	SEQF2739	W712	Complete	CP012072.1	52773	strain=W712	4	1	3	Actinomyces meyeri
Actinomyces	Actinomyces minihominis	NA	GCA_900187855.1	na	2002838	latest	Contig	Major	Full	2017/10/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/855/GCA_900187855.1_PRJEB20853	NA	NA	NA	NA	NA	2002838	strain=Marseille-P3850	1	0	0	Actinomyces minihominis
Actinomyces	Actinomyces naeslundii	NA	GCA_002355915.1	na	1655	latest	Complete Genome	Major	Full	2016/10/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/915/GCA_002355915.1_ASM235591v1	NA	NA	NA	NA	NA	1655	strain=ATCC 27039	4	0	0	Actinomyces naeslundii
Actinomyces	Actinomyces nasicola	NA	GCA_001907295.1	representative genome	208480	latest	Scaffold	Major	Full	2016/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/907/295/GCA_001907295.1_ASM190729v1	NA	NA	NA	NA	NA	208480	strain=DSM 19116	2	1	0	Actinomyces nasicola
Actinomyces	Actinomyces neuii subsp. neuii DSM 8576	NA	GCA_000420405.1	representative genome	1120945	latest	Contig	Major	Full	2013/07/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/405/GCA_000420405.1_ASM42040v1	NA	NA	NA	NA	NA	33007	strain=DSM 8576	1	1	0	Actinomyces neuii subsp. neuii DSM 8576
Actinomyces	Actinomyces odontolyticus ATCC 17982	Actinomyces odontolyticus	GCA_000154225.1	representative genome	411466	latest	Scaffold	Major	Full	2007/05/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/225/GCA_000154225.1_ASM15422v1	701	SEQF1388	ATCC 17982, DSM 43331	High Coverage	AAYI00000000	1660	strain=ATCC 17982	2	1	2	Actinomyces odontolyticus
Actinomyces	Actinomyces oris	Actinomyces oris	GCA_001553935.1	representative genome	544580	latest	Complete Genome	Major	Full	2016/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/935/GCA_001553935.1_ASM155393v1	893	SEQF2806	T14V	Complete	CP014232	544580	strain=T14V	4	1	3	Actinomyces oris
Actinomyces	Actinomyces pacaensis	NA	GCA_900120245.1	na	1852377	latest	Complete Genome	Major	Full	2016/11/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/245/GCA_900120245.1_PRJEB17949	NA	NA	NA	NA	NA	1852377	strain=Marseille-P2985	4	0	0	Actinomyces pacaensis
Actinomyces	Actinomyces polynesiensis	NA	GCA_000820725.1	representative genome	1325934	latest	Contig	Major	Full	2014/09/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/725/GCA_000820725.1_Actinomyces_polynesiensis	NA	NA	NA	NA	NA	1325934	strain=MS2	1	1	0	Actinomyces polynesiensis
Actinomyces	Actinomyces provencensis	NA	GCA_900155435.1	representative genome	1720198	latest	Scaffold	Major	Full	2017/01/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/435/GCA_900155435.1_PRJEB18758	NA	NA	NA	NA	NA	1720198	strain=SN12	2	1	0	Actinomyces provencensis
Actinomyces	Actinomyces radicidentis	Actinomyces radicidentis	GCA_001553565.1	representative genome	111015	latest	Complete Genome	Major	Full	2016/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/565/GCA_001553565.1_ASM155356v1	746	SEQF2781	CCUG 36733	Complete	CP014228	111015	strain=CCUG 36733	4	1	3	Actinomyces radicidentis
Actinomyces	Actinomyces radingae	NA	GCA_900106055.1	representative genome	131110	latest	Chromosome	Major	Full	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/055/GCA_900106055.1_IMG-taxon_2630968294_annotated_assembly	NA	NA	NA	NA	NA	131110	strain=DSM 9169	3	1	0	Actinomyces radingae
Actinomyces	Actinomyces ruminicola	NA	GCA_900103565.1	representative genome	332524	latest	Scaffold	Major	Full	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/565/GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly	NA	NA	NA	NA	NA	332524	strain=KPR-7B	2	1	0	Actinomyces ruminicola
Actinomyces	Actinomyces slackii ATCC 49928	NA	GCA_000428685.1	representative genome	1278298	latest	Scaffold	Major	Full	2013/09/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/685/GCA_000428685.1_ASM42868v1	NA	NA	NA	NA	NA	52774	strain=ATCC 49928	2	1	0	Actinomyces slackii ATCC 49928
Actinomyces	Actinomyces sp.	NA	GCA_003639015.1	na	29317	latest	Contig	Major	Full	2018/10/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/015/GCA_003639015.1_ASM363901v1	NA	NA	NA	NA	NA	29317		1	0	0	Actinomyces sp.
Actinomyces	Actinomyces sp. 2119	NA	GCA_003591215.1	na	2321393	latest	Contig	Major	Full	2018/09/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/591/215/GCA_003591215.1_ASM359121v1	NA	NA	NA	NA	NA	2321393	strain=2119	1	0	0	Actinomyces sp. 2119
Actinomyces	Actinomyces sp. 2129	NA	GCA_003606385.1	na	2321394	latest	Chromosome	Major	Full	2018/09/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/606/385/GCA_003606385.1_ASM360638v1	NA	NA	NA	NA	NA	2321394	strain=2129	3	0	0	Actinomyces sp. 2129
Actinomyces	Actinomyces sp. 553	NA	GCA_002895425.1	na	2072014	latest	Scaffold	Major	Full	2018/01/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/425/GCA_002895425.1_ASM289542v1	NA	NA	NA	NA	NA	2072014	strain=553	2	0	0	Actinomyces sp. 553
Actinomyces	Actinomyces sp. Chiba101	NA	GCA_002356195.1	na	1851395	latest	Complete Genome	Major	Full	2017/02/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/195/GCA_002356195.1_ASM235619v1	NA	NA	NA	NA	NA	1851395	strain=Chiba101	4	0	0	Actinomyces sp. Chiba101
Actinomyces	Actinomyces sp. CtC 72	NA	GCA_002154335.2	na	1937003	latest	Contig	Major	Full	2017/10/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/154/335/GCA_002154335.2_ASM215433v2	NA	NA	NA	NA	NA	1937003	strain=CtC 72	1	0	0	Actinomyces sp. CtC 72
Actinomyces	Actinomyces sp. oral taxon 170 str. F0386	Actinomyces sp. HMT 170	GCA_000195595.1	na	762963	latest	Scaffold	Major	Full	2011/04/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/595/GCA_000195595.1_ASM19559v1	170	SEQF1849	F0386	High Coverage	AFBL00000000	712117	strain=F0386	2	0	2	Actinomyces sp. HMT 170
Actinomyces	Actinomyces sp. oral taxon 171 str. F0337	Actinomyces sp. HMT 171	GCA_000186965.1	na	706439	latest	Scaffold	Major	Full	2011/01/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/965/GCA_000186965.1_ASM18696v1	171	SEQF1693	F0337	High Coverage	AECW00000000	706438	strain=F0337	2	0	2	Actinomyces sp. HMT 171
Actinomyces	Actinomyces sp. oral taxon 172 str. F0311	Actinomyces sp. HMT 172	GCA_000466265.1	na	1321775	latest	Scaffold	Major	Full	2013/09/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/265/GCA_000466265.1_ASM46626v1	172	SEQF2430	F0311	High Coverage	AWSF00000000	712118	strain=F0311	2	0	2	Actinomyces sp. HMT 172
Actinomyces	Actinomyces sp. oral taxon 175 str. F0384	Actinomyces sp. HMT 175	GCA_000223355.2	na	944560	latest	Contig	Major	Full	2011/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/355/GCA_000223355.2_ASM22335v1	175	SEQF1848	F0384	High Coverage	AFUR00000000	712119	strain=F0384	1	0	2	Actinomyces sp. HMT 175
Actinomyces	Actinomyces sp. oral taxon 178 str. F0338	Actinomyces sp. HMT 178	GCA_000186685.1	na	888051	latest	Scaffold	Major	Full	2011/01/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/685/GCA_000186685.1_ASM18668v1	178	SEQF1666	F0338	High Coverage	AEUH00000000	710238	strain=F0338	2	0	2	Actinomyces sp. HMT 178
Actinomyces	Actinomyces sp. oral taxon 180 str. F0310	Actinomyces sp. HMT 180	GCA_000185285.1	na	888052	latest	Scaffold	Major	Full	2011/01/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/285/GCA_000185285.1_ASM18528v1	180	SEQF1647	F0310	High Coverage	AEPP00000000	651609	strain=F0310	2	0	2	Actinomyces sp. HMT 180
Actinomyces	Actinomyces sp. oral taxon 414	Actinomyces sp. HMT 414	GCA_001278845.1	na	712122	latest	Complete Genome	Major	Full	2015/09/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/845/GCA_001278845.1_ASM127884v1	414	SEQF2745	F0588	Complete	CP012590	712122	strain=F0588	4	0	3	Actinomyces sp. HMT 414
Actinomyces	Actinomyces sp. oral taxon 448 str. F0400	Actinomyces sp. HMT 448	GCA_000220835.1	na	888056	latest	Scaffold	Major	Full	2011/07/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/835/GCA_000220835.1_ASM22083v1	448	SEQF1701	F0400	High Coverage	AFQC00000000	712124	strain=F0400	2	0	2	Actinomyces sp. HMT 448
Actinomyces	Actinomyces sp. oral taxon 877 str. F0543	Actinomyces sp. HMT 877	GCA_000466305.1	na	1227264	latest	Scaffold	Major	Full	2013/09/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/305/GCA_000466305.1_ASM46630v1	877	SEQF2313	F0543	High Coverage	AWSG00000000	1227263	strain=F0543	2	0	2	Actinomyces sp. HMT 877
Actinomyces	Actinomyces sp. HPA0247	NA	GCA_000411415.1	na	1203556	latest	Scaffold	Major	Full	2013/06/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/415/GCA_000411415.1_Acti_sp_HPA0247_V1	NA	NA	NA	NA	NA	1203556	strain=HPA0247	2	0	0	Actinomyces sp. HPA0247
Actinomyces	Actinomyces sp. ICM39	NA	GCA_000282935.1	na	1105029	latest	Contig	Major	Full	2012/07/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/282/935/GCA_000282935.1_AspICM39v1.0	NA	NA	NA	NA	NA	1105029	strain=ICM39	1	0	0	Actinomyces sp. ICM39
Actinomyces	Actinomyces sp. ICM47	NA	GCA_000278725.1	na	936548	latest	Contig	Major	Full	2012/07/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/278/725/GCA_000278725.1_AspICM47v1.0	NA	NA	NA	NA	NA	936548	strain=ICM47	1	0	0	Actinomyces sp. ICM47
Actinomyces	Actinomyces sp. ICM54	NA	GCA_000565035.1	na	936549	latest	Contig	Major	Full	2014/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/035/GCA_000565035.1_AspICM54v1.0	NA	NA	NA	NA	NA	936549	strain=ICM54	1	0	0	Actinomyces sp. ICM54
Actinomyces	Actinomyces sp. ICM58	NA	GCA_000283035.1	na	1105030	latest	Contig	Major	Full	2012/07/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/035/GCA_000283035.1_AspICM58v1.0	NA	NA	NA	NA	NA	1105030	strain=ICM58	1	0	0	Actinomyces sp. ICM58
Actinomyces	Actinomyces sp. Marseille-P3109	NA	GCA_900323545.1	na	2083009	latest	Contig	Major	Full	2018/03/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/545/GCA_900323545.1_PRJEB18270	NA	NA	NA	NA	NA	2083009	strain=Marseille-P3109	1	0	0	Actinomyces sp. Marseille-P3109
Actinomyces	Actinomyces sp. oral taxon 897	NA	GCA_002999235.1	na	2081702	latest	Complete Genome	Major	Full	2018/03/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/999/235/GCA_002999235.1_ASM299923v1	NA	NA	NA	NA	NA	2081702	strain=F0631	4	0	0	Actinomyces sp. oral taxon 897
Actinomyces	Actinomyces sp. ph3	NA	GCA_000308055.1	na	1118058	latest	Contig	Major	Full	2012/06/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/308/055/GCA_000308055.1_ASM30805v1	NA	NA	NA	NA	NA	1118058		1	0	0	Actinomyces sp. ph3
Actinomyces	Actinomyces sp. S4-C9	NA	GCA_000758775.1	na	1219581	latest	Contig	Major	Full	2014/09/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/775/GCA_000758775.1_04_NF40_HMP1628v01	NA	NA	NA	NA	NA	1219581	strain=S4-C9	1	0	0	Actinomyces sp. S4-C9
Actinomyces	Actinomyces sp. S6-Spd3	NA	GCA_000758755.1	na	1284680	latest	Contig	Major	Full	2014/09/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/755/GCA_000758755.1_04_NF40_HMP1627v01	NA	NA	NA	NA	NA	1284680	strain=S6-Spd3	1	0	0	Actinomyces sp. S6-Spd3
Actinomyces	Actinomyces sp. UMB0138	NA	GCA_002849225.1	na	2066054	latest	Scaffold	Major	Full	2017/12/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/225/GCA_002849225.1_ASM284922v1	NA	NA	NA	NA	NA	2066054	strain=UMB0138	2	0	0	Actinomyces sp. UMB0138
Actinomyces	Actinomyces sp. UMB0918	NA	GCA_002872055.1	na	2069311	latest	Scaffold	Major	Full	2018/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/055/GCA_002872055.1_ASM287205v1	NA	NA	NA	NA	NA	2069311	strain=UMB0918	2	0	0	Actinomyces sp. UMB0918
Actinomyces	Actinomyces sp. VUL4_3	NA	GCA_001856685.1	na	1912795	latest	Complete Genome	Major	Full	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/685/GCA_001856685.1_ASM185668v1	NA	NA	NA	NA	NA	1912795	strain=VUL4_3	4	0	0	Actinomyces sp. VUL4_3
Actinomyces	Actinomyces sp. Z16	NA	GCA_003111765.1	na	2079536	latest	Complete Genome	Major	Full	2018/05/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/765/GCA_003111765.1_ASM311176v1	NA	NA	NA	NA	NA	2079536	strain=Z16	4	0	0	Actinomyces sp. Z16
Actinomyces	Actinomyces sp. Z3	NA	GCA_003287775.1	na	2250217	latest	Scaffold	Major	Full	2018/07/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/775/GCA_003287775.1_ASM328777v1	NA	NA	NA	NA	NA	2250217	strain=Z3	2	0	0	Actinomyces sp. Z3
Actinomyces	Actinomyces sp. Z5	NA	GCA_003287795.1	na	2250216	latest	Scaffold	Major	Full	2018/07/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/795/GCA_003287795.1_ASM328779v1	NA	NA	NA	NA	NA	2250216	strain=Z5	2	0	0	Actinomyces sp. Z5
Actinomyces	Actinomyces succiniciruminis	NA	GCA_900002405.1	na	1522002	latest	Scaffold	Major	Full	2016/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/002/405/GCA_900002405.1_AAM4	NA	NA	NA	NA	NA	1522002		2	0	0	Actinomyces succiniciruminis
Actinomyces	Actinomyces suimastitidis DSM 15538	NA	GCA_000429105.1	representative genome	1120946	latest	Scaffold	Major	Full	2013/09/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/105/GCA_000429105.1_ASM42910v1	NA	NA	NA	NA	NA	121163	strain=DSM 15538	2	1	0	Actinomyces suimastitidis DSM 15538
Actinomyces	Actinomyces timonensis DSM 23838	Actinomyces timonensis	GCA_000295095.1	representative genome	521393	latest	Scaffold	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/295/095/GCA_000295095.1_ASM29509v1	179	SEQF2594	DSM 23838	High Coverage	AKGF00000000	1288391	strain=7400942	2	1	2	Actinomyces timonensis
Actinomyces	Actinomyces turicensis ACS-279-V-Col4	NA	GCA_000296505.1	representative genome	883077	latest	Scaffold	Major	Full	2012/09/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/505/GCA_000296505.1_Acti_turi_ACS-279-V-COL4_V1	NA	NA	NA	NA	NA	131111	strain=ACS-279-V-Col4	2	1	0	Actinomyces turicensis ACS-279-V-Col4
Actinomyces	Actinomyces urinae	NA	GCA_900119695.1	representative genome	1689268	latest	Scaffold	Major	Full	2016/11/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/695/GCA_900119695.1_PRJEB17950	NA	NA	NA	NA	NA	1689268	strain=Marseille-P2225	2	1	0	Actinomyces urinae
Actinomyces	Actinomyces urogenitalis DSM 15434	NA	GCA_000159035.1	representative genome	525246	latest	Scaffold	Major	Full	2009/01/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/035/GCA_000159035.1_ASM15903v1	NA	NA	NA	NA	NA	103621	strain=DSM 15434	2	1	0	Actinomyces urogenitalis DSM 15434
Actinomyces	Actinomyces vaccimaxillae DSM 15804	NA	GCA_000420425.1	representative genome	1120947	latest	Contig	Major	Full	2013/07/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/425/GCA_000420425.1_ASM42042v1	NA	NA	NA	NA	NA	183916	strain=DSM 15804	1	1	0	Actinomyces vaccimaxillae DSM 15804
