Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 13/29,KNP009,495670,495670,51424,444246,100.000,1.116,0.0826,2.1809,1.41,0.91,0.73,0.61,0.51,0.0254,0.0252,0.0224,0.025,64.01,61.0,38.09
Sample 14/29,LIB007.A0115,189,189,99,90,100.000,2.100,0,0.0064,0,0,0,0,0,0.0,0.0,0.0,0.0455,50.79,46.0,59.34
Sample 15/29,LIB007.A0116,130,130,54,76,100.000,1.711,0,0.0063,0,0,0,0,0,0.0,0.0,0.0,0.0,63.96,65.5,57.8
Sample 16/29,LIB007.A0135.SG1.1,325,325,133,192,100.000,1.693,0,0.0287,0,0,0,0,0,0.0,0.0,0.0,0.0,62.6,64.5,72.55
Sample 17/29,LIB025.A0301,523,523,84,439,100.000,1.191,0.0001,0.0092,0.01,0,0,0,0,0.0303,0.0,0.0194,0.0306,55.91,51.0,46.83
Sample 18/29,LIB025.A1001,1230,1230,515,715,100.000,1.720,0.0001,0.0622,0.01,0,0,0,0,0.0,0.021,0.0198,0.0361,61.99,67.0,66.71
Sample 19/29,LIB025.A1301,968,968,374,594,100.000,1.630,0.0001,0.0314,0.01,0,0,0,0,0.0,0.0,0.0101,0.0106,59.68,58.0,59.95
Sample 20/29,MTM009,611368,611368,65565,545803,100.000,1.120,0.0734,1.304,2.87,1.26,0.72,0.45,0.29,0.0184,0.019,0.0195,0.0194,46.32,40.0,45.84
Sample 21/29,OAK002,7534950,7534950,1089509,6445441,100.000,1.169,0.9303,6.2449,9.42,5.81,4.57,3.9,3.45,0.0325,0.0267,0.0322,0.0267,49.72,42.0,42.84
Sample 22/29,OAK005,157957,157957,12846,145111,100.000,1.089,0.0243,0.3049,1.54,0.47,0.17,0.07,0.03,0.0262,0.0231,0.0244,0.0251,57.64,51.0,43.49
Sample 23/29,OME002,1058947,1058947,149870,909077,100.000,1.165,0.1431,4.0234,1.59,0.89,0.65,0.51,0.42,0.026,0.0265,0.0252,0.0255,54.24,47.0,45.54
Sample 24/29,OME003,1335427,1335427,243190,1092237,100.000,1.223,0.1788,4.9212,2.14,1.2,0.79,0.58,0.47,0.0238,0.0289,0.02,0.0297,56.38,50.0,44.82
Sample 25/29,OME005,3684409,3684409,1114583,2569826,100.000,1.434,0.4388,13.1109,1.86,1.28,1.02,0.87,0.77,0.0242,0.0248,0.022,0.0229,58.82,54.0,46.05
Sample 26/29,PES001,2477132,2477132,372779,2104353,100.000,1.177,0.3993,4.3603,3.55,2.4,1.99,1.73,1.54,0.041,0.0302,0.04,0.0295,65.36,64.0,45.12
Sample 27/29,TAF008,481896,481896,77438,404458,100.000,1.191,0.0543,0.6758,1.68,0.89,0.66,0.5,0.38,0.0391,0.0225,0.0392,0.0238,46.23,41.0,42.43
Sample 28/29,VLC004,1331956,1331956,27479,1304477,100.000,1.021,0.3645,2.3926,8.55,4.51,2.98,2.23,1.79,0.0672,0.0547,0.0621,0.0498,96.25,88.0,43.25
Sample 29/29,VLC009,1388010,1388010,34555,1353455,100.000,1.026,0.4457,3.0794,8.99,5.23,3.62,2.72,2.15,0.036,0.0334,0.0331,0.0311,113.43,105.0,43.04
